STATE,ST,GUN VIOLENCE DEATHS PER CAPITA,YEAR,MEDIAN INCOME,OCCUPATION,TOTAL EMPLOYEES,LOCATION,DATE,TOTAL GUN VIOLENCE VICTIMS FROM MASS SHOOTING,TOTAL FIREARMS REPORTS AS LOST OR STOLEN,NUMBER OF REGISTERED FIREARMS
South Dakota NA,NA,NA,2015,67643,NA,NA,NA,NA,NA,NA,NA
Tennessee NA,NA,NA,2015,57830,NA,NA,NA,NA,NA,NA,NA
Texas NA,NA,NA,2015,65316,NA,NA,NA,NA,NA,NA,NA
Utah NA,NA,NA,2015,71594,NA,NA,NA,NA,NA,NA,NA
Vermont NA,NA,NA,2015,75595,NA,NA,NA,NA,NA,NA,NA
Virginia NA,NA,NA,2015,80403,NA,NA,NA,NA,NA,NA,NA
Washington NA,NA,NA,2015,76954,NA,NA,NA,NA,NA,NA,NA
West Virginia NA,NA,NA,2015,53463,NA,NA,NA,NA,NA,NA,NA
Wisconsin NA,NA,NA,2015,70870,NA,NA,NA,NA,NA,NA,NA
Wyoming NA,NA,NA,2015,75540,NA,NA,NA,NA,NA,NA,NA
Alabama NA,NA,NA,2016,56828,NA,NA,NA,NA,NA,NA,NA
Alaska NA,NA,NA,2016,87365,NA,NA,NA,NA,NA,NA,NA
Arizona NA,NA,NA,2016,61001,NA,NA,NA,NA,NA,NA,NA
Arkansas NA,NA,NA,2016,53123,NA,NA,NA,NA,NA,NA,NA
California NA,NA,NA,2016,72952,NA,NA,NA,NA,NA,NA,NA
Colorado NA,NA,NA,2016,77130,NA,NA,NA,NA,NA,NA,NA
Connecticut NA,NA,NA,2016,91274,NA,NA,NA,NA,NA,NA,NA
Delaware NA,NA,NA,2016,73831,NA,NA,NA,NA,NA,NA,NA
Florida NA,NA,NA,2016,59139,NA,NA,NA,NA,NA,NA,NA
Georgia NA,NA,NA,2016,61328,NA,NA,NA,NA,NA,NA,NA
Hawaii NA,NA,NA,2016,83451,NA,NA,NA,NA,NA,NA,NA
Idaho NA,NA,NA,2016,59652,NA,NA,NA,NA,NA,NA,NA
Illinois NA,NA,NA,2016,73714,NA,NA,NA,NA,NA,NA,NA
Indiana NA,NA,NA,2016,62748,NA,NA,NA,NA,NA,NA,NA
Iowa NA,NA,NA,2016,69419,NA,NA,NA,NA,NA,NA,NA
Kansas NA,NA,NA,2016,68231,NA,NA,NA,NA,NA,NA,NA
Kentucky NA,NA,NA,2016,56522,NA,NA,NA,NA,NA,NA,NA
Louisiana NA,NA,NA,2016,58068,NA,NA,NA,NA,NA,NA,NA
Maine NA,NA,NA,2016,64294,NA,NA,NA,NA,NA,NA,NA
Maryland NA,NA,NA,2016,92049,NA,NA,NA,NA,NA,NA,NA
Massachusetts NA,NA,NA,2016,90180,NA,NA,NA,NA,NA,NA,NA
Michigan NA,NA,NA,2016,63958,NA,NA,NA,NA,NA,NA,NA
Minnesota NA,NA,NA,2016,79595,NA,NA,NA,NA,NA,NA,NA
Mississippi NA,NA,NA,2016,50592,NA,NA,NA,NA,NA,NA,NA
Missouri NA,NA,NA,2016,62285,NA,NA,NA,NA,NA,NA,NA
Montana NA,NA,NA,2016,63214,NA,NA,NA,NA,NA,NA,NA
Nebraska NA,NA,NA,2016,69207,NA,NA,NA,NA,NA,NA,NA
Nevada NA,NA,NA,2016,62528,NA,NA,NA,NA,NA,NA,NA
New Hampshire NA,NA,NA,2016,83709,NA,NA,NA,NA,NA,NA,NA
New Jersey NA,NA,NA,2016,90757,NA,NA,NA,NA,NA,NA,NA
New Mexico NA,NA,NA,2016,55900,NA,NA,NA,NA,NA,NA,NA
New York NA,NA,NA,2016,74036,NA,NA,NA,NA,NA,NA,NA
North Carolina NA,NA,NA,2016,59667,NA,NA,NA,NA,NA,NA,NA
North Dakota NA,NA,NA,2016,77277,NA,NA,NA,NA,NA,NA,NA
Ohio NA,NA,NA,2016,64433,NA,NA,NA,NA,NA,NA,NA
Oklahoma NA,NA,NA,2016,59742,NA,NA,NA,NA,NA,NA,NA
Oregon NA,NA,NA,2016,65479,NA,NA,NA,NA,NA,NA,NA
Pennsylvania NA,NA,NA,2016,69960,NA,NA,NA,NA,NA,NA,NA
Rhode Island NA,NA,NA,2016,75655,NA,NA,NA,NA,NA,NA,NA
South Carolina NA,NA,NA,2016,58158,NA,NA,NA,NA,NA,NA,NA
South Dakota NA,NA,NA,2016,66825,NA,NA,NA,NA,NA,NA,NA
Tennessee NA,NA,NA,2016,57747,NA,NA,NA,NA,NA,NA,NA
Texas NA,NA,NA,2016,64585,NA,NA,NA,NA,NA,NA,NA
Utah NA,NA,NA,2016,71058,NA,NA,NA,NA,NA,NA,NA
Vermont NA,NA,NA,2016,71465,NA,NA,NA,NA,NA,NA,NA
Virginia NA,NA,NA,2016,80068,NA,NA,NA,NA,NA,NA,NA
Washington NA,NA,NA,2016,76507,NA,NA,NA,NA,NA,NA,NA
West Virginia NA,NA,NA,2016,54409,NA,NA,NA,NA,NA,NA,NA
Wisconsin NA,NA,NA,2016,69925,NA,NA,NA,NA,NA,NA,NA
Wyoming NA,NA,NA,2016,73654,NA,NA,NA,NA,NA,NA,NA
Alabama,AL,NA,2000,NA,Mental Health Counselors,890,NA,NA,NA,NA,NA
NA Alabama,AL,NA,2000,NA,Mental Health and Substance Abuse Social Workers,1550,NA,NA,NA,NA,NA
NA Alaska,AK,NA,2000,NA,Mental Health Counselors,270,NA,NA,NA,NA,NA
NA Alaska,AK,NA,2000,NA,Mental Health and Substance Abuse Social Workers,370,NA,NA,NA,NA,NA
NA Arizona,AZ,NA,2000,NA,Mental Health Counselors,1400,NA,NA,NA,NA,NA
NA Arizona,AZ,NA,2000,NA,Mental Health and Substance Abuse Social Workers,2220,NA,NA,NA,NA,NA
NA Arkansas,AR,NA,2000,NA,Mental Health Counselors,160,NA,NA,NA,NA,NA
NA Arkansas,AR,NA,2000,NA,Mental Health and Substance Abuse Social Workers,490,NA,NA,NA,NA,NA
NA California,CA,NA,2000,NA,Mental Health Counselors,6890,NA,NA,NA,NA,NA
NA California,CA,NA,2000,NA,Mental Health and Substance Abuse Social Workers,4390,NA,NA,NA,NA,NA
NA Colorado,CO,NA,2000,NA,Mental Health Counselors,2550,NA,NA,NA,NA,NA
NA Colorado,CO,NA,2000,NA,Mental Health and Substance Abuse Social Workers,760,NA,NA,NA,NA,NA
NA Connecticut,CT,NA,2000,NA,Mental Health Counselors,1640,NA,NA,NA,NA,NA
NA Connecticut,CT,NA,2000,NA,Mental Health and Substance Abuse Social Workers,1110,NA,NA,NA,NA,NA
NA Delaware,DE,NA,2000,NA,Mental Health Counselors,280,NA,NA,NA,NA,NA
NA Delaware,DE,NA,2000,NA,Mental Health and Substance Abuse Social Workers,240,NA,NA,NA,NA,NA
NA Florida,FL,NA,2000,NA,Mental Health Counselors,3000,NA,NA,NA,NA,NA
NA Florida,FL,NA,2000,NA,Mental Health and Substance Abuse Social Workers,3690,NA,NA,NA,NA,NA
NA Georgia,GA,NA,2000,NA,Mental Health Counselors,530,NA,NA,NA,NA,NA
NA Georgia,GA,NA,2000,NA,Mental Health and Substance Abuse Social Workers,530,NA,NA,NA,NA,NA
NA Hawaii,HI,NA,2000,NA,Mental Health Counselors,90,NA,NA,NA,NA,NA
NA Hawaii,HI,NA,2000,NA,Mental Health and Substance Abuse Social Workers,360,NA,NA,NA,NA,NA
NA Idaho,ID,NA,2000,NA,Mental Health Counselors,150,NA,NA,NA,NA,NA
NA Idaho,ID,NA,2000,NA,Mental Health and Substance Abuse Social Workers,190,NA,NA,NA,NA,NA
NA Illinois,IL,NA,2000,NA,Mental Health Counselors,2540,NA,NA,NA,NA,NA
NA Illinois,IL,NA,2000,NA,Mental Health and Substance Abuse Social Workers,3130,NA,NA,NA,NA,NA
NA Indiana,IN,NA,2000,NA,Mental Health Counselors,1130,NA,NA,NA,NA,NA
NA Indiana,IN,NA,2000,NA,Mental Health and Substance Abuse Social Workers,1510,NA,NA,NA,NA,NA
NA Iowa,IA,NA,2000,NA,Mental Health Counselors,650,NA,NA,NA,NA,NA
NA Iowa,IA,NA,2000,NA,Mental Health and Substance Abuse Social Workers,510,NA,NA,NA,NA,NA
NA Kansas,KS,NA,2000,NA,Mental Health Counselors,280,NA,NA,NA,NA,NA
NA Kansas,KS,NA,2000,NA,Mental Health and Substance Abuse Social Workers,1370,NA,NA,NA,NA,NA
NA Kentucky,KY,NA,2000,NA,Mental Health Counselors,1520,NA,NA,NA,NA,NA
NA Kentucky,KY,NA,2000,NA,Mental Health and Substance Abuse Social Workers,980,NA,NA,NA,NA,NA
NA Louisiana,LA,NA,2000,NA,Mental Health Counselors,960,NA,NA,NA,NA,NA
NA Louisiana,LA,NA,2000,NA,Mental Health and Substance Abuse Social Workers,830,NA,NA,NA,NA,NA
NA Maine,ME,NA,2000,NA,Mental Health Counselors,640,NA,NA,NA,NA,NA
NA Maine,ME,NA,2000,NA,Mental Health and Substance Abuse Social Workers,1050,NA,NA,NA,NA,NA
NA Maryland,MD,NA,2000,NA,Mental Health Counselors,1750,NA,NA,NA,NA,NA
NA Maryland,MD,NA,2000,NA,Mental Health and Substance Abuse Social Workers,1570,NA,NA,NA,NA,NA
NA Massachusetts,MA,NA,2000,NA,Mental Health Counselors,3000,NA,NA,NA,NA,NA
NA Massachusetts,MA,NA,2000,NA,Mental Health and Substance Abuse Social Workers,3160,NA,NA,NA,NA,NA
NA Michigan,MI,NA,2000,NA,Mental Health Counselors,1980,NA,NA,NA,NA,NA
NA Michigan,MI,NA,2000,NA,Mental Health and Substance Abuse Social Workers,3310,NA,NA,NA,NA,NA
NA Minnesota,MN,NA,2000,NA,Mental Health Counselors,1150,NA,NA,NA,NA,NA
NA Minnesota,MN,NA,2000,NA,Mental Health and Substance Abuse Social Workers,970,NA,NA,NA,NA,NA
NA Mississippi,MS,NA,2000,NA,Mental Health Counselors,820,NA,NA,NA,NA,NA
NA Mississippi,MS,NA,2000,NA,Mental Health and Substance Abuse Social Workers,840,NA,NA,NA,NA,NA
NA Missouri,MO,NA,2000,NA,Mental Health Counselors,720,NA,NA,NA,NA,NA
NA Missouri,MO,NA,2000,NA,Mental Health and Substance Abuse Social Workers,2060,NA,NA,NA,NA,NA
NA Montana,MT,NA,2000,NA,Mental Health Counselors,180,NA,NA,NA,NA,NA
NA Montana,MT,NA,2000,NA,Mental Health and Substance Abuse Social Workers,160,NA,NA,NA,NA,NA
NA Nebraska,NE,NA,2000,NA,Mental Health Counselors,270,NA,NA,NA,NA,NA
NA Nebraska,NE,NA,2000,NA,Mental Health and Substance Abuse Social Workers,480,NA,NA,NA,NA,NA
NA Nevada,NV,NA,2000,NA,Mental Health Counselors,280,NA,NA,NA,NA,NA
NA Nevada,NV,NA,2000,NA,Mental Health and Substance Abuse Social Workers,120,NA,NA,NA,NA,NA
NA New Hampshire,NH,NA,2000,NA,Mental Health Counselors,240,NA,NA,NA,NA,NA
NA New Hampshire,NH,NA,2000,NA,Mental Health and Substance Abuse Social Workers,250,NA,NA,NA,NA,NA
NA New Jersey,NJ,NA,2000,NA,Mental Health Counselors,1200,NA,NA,NA,NA,NA
NA New Jersey,NJ,NA,2000,NA,Mental Health and Substance Abuse Social Workers,2450,NA,NA,NA,NA,NA
NA New Mexico,NM,NA,2000,NA,Mental Health Counselors,190,NA,NA,NA,NA,NA
NA New Mexico,NM,NA,2000,NA,Mental Health and Substance Abuse Social Workers,380,NA,NA,NA,NA,NA
NA New York,NY,NA,2000,NA,Mental Health Counselors,4050,NA,NA,NA,NA,NA
NA New York,NY,NA,2000,NA,Mental Health and Substance Abuse Social Workers,5510,NA,NA,NA,NA,NA
NA North Carolina,NC,NA,2000,NA,Mental Health Counselors,1460,NA,NA,NA,NA,NA
NA North Carolina,NC,NA,2000,NA,Mental Health and Substance Abuse Social Workers,2510,NA,NA,NA,NA,NA
NA North Dakota,ND,NA,2000,NA,Mental Health Counselors,80,NA,NA,NA,NA,NA
NA Ohio,OH,NA,2000,NA,Mental Health Counselors,1800,NA,NA,NA,NA,NA
NA Ohio,OH,NA,2000,NA,Mental Health and Substance Abuse Social Workers,5490,NA,NA,NA,NA,NA
NA Oklahoma,OK,NA,2000,NA,Mental Health Counselors,1230,NA,NA,NA,NA,NA
NA Oklahoma,OK,NA,2000,NA,Mental Health and Substance Abuse Social Workers,1060,NA,NA,NA,NA,NA
NA Oregon,OR,NA,2000,NA,Mental Health Counselors,1000,NA,NA,NA,NA,NA
NA Oregon,OR,NA,2000,NA,Mental Health and Substance Abuse Social Workers,1110,NA,NA,NA,NA,NA
NA Pennsylvania,PA,NA,2000,NA,Mental Health Counselors,5680,NA,NA,NA,NA,NA
NA Pennsylvania,PA,NA,2000,NA,Mental Health and Substance Abuse Social Workers,4880,NA,NA,NA,NA,NA
NA Rhode Island,RI,NA,2000,NA,Mental Health Counselors,720,NA,NA,NA,NA,NA
NA Rhode Island,RI,NA,2000,NA,Mental Health and Substance Abuse Social Workers,360,NA,NA,NA,NA,NA
NA South Carolina,SC,NA,2000,NA,Mental Health Counselors,1890,NA,NA,NA,NA,NA
NA South Carolina,SC,NA,2000,NA,Mental Health and Substance Abuse Social Workers,840,NA,NA,NA,NA,NA
NA South Dakota,SD,NA,2000,NA,Mental Health Counselors,80,NA,NA,NA,NA,NA
NA South Dakota,SD,NA,2000,NA,Mental Health and Substance Abuse Social Workers,270,NA,NA,NA,NA,NA
NA Tennessee,TN,NA,2000,NA,Mental Health Counselors,930,NA,NA,NA,NA,NA
NA Tennessee,TN,NA,2000,NA,Mental Health and Substance Abuse Social Workers,3040,NA,NA,NA,NA,NA
NA Texas,TX,NA,2000,NA,Mental Health Counselors,1870,NA,NA,NA,NA,NA
NA Texas,TX,NA,2000,NA,Mental Health and Substance Abuse Social Workers,3580,NA,NA,NA,NA,NA
NA Utah,UT,NA,2000,NA,Mental Health Counselors,620,NA,NA,NA,NA,NA
NA Utah,UT,NA,2000,NA,Mental Health and Substance Abuse Social Workers,430,NA,NA,NA,NA,NA
NA Vermont,VT,NA,2000,NA,Mental Health Counselors,320,NA,NA,NA,NA,NA
NA Vermont,VT,NA,2000,NA,Mental Health and Substance Abuse Social Workers,290,NA,NA,NA,NA,NA
NA Virginia,VA,NA,2000,NA,Mental Health Counselors,2300,NA,NA,NA,NA,NA
NA Virginia,VA,NA,2000,NA,Mental Health and Substance Abuse Social Workers,2730,NA,NA,NA,NA,NA
NA Washington,WA,NA,2000,NA,Mental Health Counselors,2270,NA,NA,NA,NA,NA
NA Washington,WA,NA,2000,NA,Mental Health and Substance Abuse Social Workers,3350,NA,NA,NA,NA,NA
NA West Virginia,WV,NA,2000,NA,Mental Health Counselors,510,NA,NA,NA,NA,NA
NA West Virginia,WV,NA,2000,NA,Mental Health and Substance Abuse Social Workers,1020,NA,NA,NA,NA,NA
NA Wisconsin,WI,NA,2000,NA,Mental Health Counselors,700,NA,NA,NA,NA,NA
NA Wisconsin,WI,NA,2000,NA,Mental Health and Substance Abuse Social Workers,1500,NA,NA,NA,NA,NA
NA Wyoming,WY,NA,2000,NA,Mental Health Counselors,150,NA,NA,NA,NA,NA
NA Wyoming,WY,NA,2000,NA,Mental Health and Substance Abuse Social Workers,**,NA,NA,NA,NA,NA
NA Puerto Rico,PR,NA,2000,NA,Mental Health Counselors,40,NA,NA,NA,NA,NA
NA Puerto Rico,PR,NA,2000,NA,Mental Health and Substance Abuse Social Workers,100,NA,NA,NA,NA,NA
NA Virgin Islands,VI,NA,2000,NA,Mental Health and Substance Abuse Social Workers,30,NA,NA,NA,NA,NA
NA Alabama,AL,NA,2001,NA,Mental Health Counselors,960,NA,NA,NA,NA,NA
NA Alabama,AL,NA,2001,NA,Mental Health and Substance Abuse Social Workers,1210,NA,NA,NA,NA,NA
NA Alaska,AK,NA,2001,NA,Mental Health Counselors,360,NA,NA,NA,NA,NA
NA Alaska,AK,NA,2001,NA,Mental Health and Substance Abuse Social Workers,470,NA,NA,NA,NA,NA
NA Arizona,AZ,NA,2001,NA,Mental Health Counselors,1740,NA,NA,NA,NA,NA
NA Arizona,AZ,NA,2001,NA,Mental Health and Substance Abuse Social Workers,1760,NA,NA,NA,NA,NA
NA Arkansas,AR,NA,2001,NA,Mental Health Counselors,180,NA,NA,NA,NA,NA
NA Arkansas,AR,NA,2001,NA,Mental Health and Substance Abuse Social Workers,370,NA,NA,NA,NA,NA
NA California,CA,NA,2001,NA,Mental Health Counselors,9610,NA,NA,NA,NA,NA
NA California,CA,NA,2001,NA,Mental Health and Substance Abuse Social Workers,5660,NA,NA,NA,NA,NA
NA Colorado,CO,NA,2001,NA,Mental Health Counselors,2570,NA,NA,NA,NA,NA
NA Colorado,CO,NA,2001,NA,Mental Health and Substance Abuse Social Workers,890,NA,NA,NA,NA,NA
NA Connecticut,CT,NA,2001,NA,Mental Health Counselors,1350,NA,NA,NA,NA,NA
NA Connecticut,CT,NA,2001,NA,Mental Health and Substance Abuse Social Workers,1690,NA,NA,NA,NA,NA
NA Delaware,DE,NA,2001,NA,Mental Health Counselors,260,NA,NA,NA,NA,NA
NA Delaware,DE,NA,2001,NA,Mental Health and Substance Abuse Social Workers,560,NA,NA,NA,NA,NA
NA Florida,FL,NA,2001,NA,Mental Health Counselors,4030,NA,NA,NA,NA,NA
NA Florida,FL,NA,2001,NA,Mental Health and Substance Abuse Social Workers,3890,NA,NA,NA,NA,NA
NA Georgia,GA,NA,2001,NA,Mental Health Counselors,860,NA,NA,NA,NA,NA
NA Georgia,GA,NA,2001,NA,Mental Health and Substance Abuse Social Workers,600,NA,NA,NA,NA,NA
NA Hawaii,HI,NA,2001,NA,Mental Health Counselors,240,NA,NA,NA,NA,NA
NA Hawaii,HI,NA,2001,NA,Mental Health and Substance Abuse Social Workers,430,NA,NA,NA,NA,NA
NA Idaho,ID,NA,2001,NA,Mental Health Counselors,130,NA,NA,NA,NA,NA
NA Idaho,ID,NA,2001,NA,Mental Health and Substance Abuse Social Workers,140,NA,NA,NA,NA,NA
NA Illinois,IL,NA,2001,NA,Mental Health Counselors,2970,NA,NA,NA,NA,NA
NA Illinois,IL,NA,2001,NA,Mental Health and Substance Abuse Social Workers,2960,NA,NA,NA,NA,NA
NA Indiana,IN,NA,2001,NA,Mental Health Counselors,1100,NA,NA,NA,NA,NA
NA Indiana,IN,NA,2001,NA,Mental Health and Substance Abuse Social Workers,1220,NA,NA,NA,NA,NA
NA Iowa,IA,NA,2001,NA,Mental Health Counselors,920,NA,NA,NA,NA,NA
NA Iowa,IA,NA,2001,NA,Mental Health and Substance Abuse Social Workers,590,NA,NA,NA,NA,NA
NA Kansas,KS,NA,2001,NA,Mental Health Counselors,540,NA,NA,NA,NA,NA
NA Kansas,KS,NA,2001,NA,Mental Health and Substance Abuse Social Workers,1480,NA,NA,NA,NA,NA
NA Kentucky,KY,NA,2001,NA,Mental Health Counselors,1620,NA,NA,NA,NA,NA
NA Kentucky,KY,NA,2001,NA,Mental Health and Substance Abuse Social Workers,1000,NA,NA,NA,NA,NA
NA Louisiana,LA,NA,2001,NA,Mental Health Counselors,950,NA,NA,NA,NA,NA
NA Louisiana,LA,NA,2001,NA,Mental Health and Substance Abuse Social Workers,1020,NA,NA,NA,NA,NA
NA Maine,ME,NA,2001,NA,Mental Health Counselors,640,NA,NA,NA,NA,NA
NA Maine,ME,NA,2001,NA,Mental Health and Substance Abuse Social Workers,1000,NA,NA,NA,NA,NA
NA Maryland,MD,NA,2001,NA,Mental Health Counselors,1340,NA,NA,NA,NA,NA
NA Maryland,MD,NA,2001,NA,Mental Health and Substance Abuse Social Workers,1250,NA,NA,NA,NA,NA
NA Massachusetts,MA,NA,2001,NA,Mental Health Counselors,3010,NA,NA,NA,NA,NA
NA Massachusetts,MA,NA,2001,NA,Mental Health and Substance Abuse Social Workers,4100,NA,NA,NA,NA,NA
NA Michigan,MI,NA,2001,NA,Mental Health Counselors,1820,NA,NA,NA,NA,NA
NA Michigan,MI,NA,2001,NA,Mental Health and Substance Abuse Social Workers,3530,NA,NA,NA,NA,NA
NA Minnesota,MN,NA,2001,NA,Mental Health Counselors,1100,NA,NA,NA,NA,NA
NA Minnesota,MN,NA,2001,NA,Mental Health and Substance Abuse Social Workers,1250,NA,NA,NA,NA,NA
NA Mississippi,MS,NA,2001,NA,Mental Health Counselors,580,NA,NA,NA,NA,NA
NA Mississippi,MS,NA,2001,NA,Mental Health and Substance Abuse Social Workers,1160,NA,NA,NA,NA,NA
NA Missouri,MO,NA,2001,NA,Mental Health Counselors,860,NA,NA,NA,NA,NA
NA Missouri,MO,NA,2001,NA,Mental Health and Substance Abuse Social Workers,1850,NA,NA,NA,NA,NA
NA Montana,MT,NA,2001,NA,Mental Health Counselors,150,NA,NA,NA,NA,NA
NA Montana,MT,NA,2001,NA,Mental Health and Substance Abuse Social Workers,260,NA,NA,NA,NA,NA
NA Nebraska,NE,NA,2001,NA,Mental Health Counselors,470,NA,NA,NA,NA,NA
NA Nebraska,NE,NA,2001,NA,Mental Health and Substance Abuse Social Workers,470,NA,NA,NA,NA,NA
NA Nevada,NV,NA,2001,NA,Mental Health Counselors,350,NA,NA,NA,NA,NA
NA Nevada,NV,NA,2001,NA,Mental Health and Substance Abuse Social Workers,220,NA,NA,NA,NA,NA
NA New Hampshire,NH,NA,2001,NA,Mental Health Counselors,330,NA,NA,NA,NA,NA
NA New Hampshire,NH,NA,2001,NA,Mental Health and Substance Abuse Social Workers,230,NA,NA,NA,NA,NA
NA New Jersey,NJ,NA,2001,NA,Mental Health Counselors,1740,NA,NA,NA,NA,NA
NA New Jersey,NJ,NA,2001,NA,Mental Health and Substance Abuse Social Workers,2530,NA,NA,NA,NA,NA
NA New Mexico,NM,NA,2001,NA,Mental Health Counselors,270,NA,NA,NA,NA,NA
NA New Mexico,NM,NA,2001,NA,Mental Health and Substance Abuse Social Workers,410,NA,NA,NA,NA,NA
NA New York,NY,NA,2001,NA,Mental Health Counselors,4260,NA,NA,NA,NA,NA
NA New York,NY,NA,2001,NA,Mental Health and Substance Abuse Social Workers,4610,NA,NA,NA,NA,NA
NA North Carolina,NC,NA,2001,NA,Mental Health Counselors,1540,NA,NA,NA,NA,NA
NA North Carolina,NC,NA,2001,NA,Mental Health and Substance Abuse Social Workers,2640,NA,NA,NA,NA,NA
NA North Dakota,ND,NA,2001,NA,Mental Health Counselors,50,NA,NA,NA,NA,NA
NA North Dakota,ND,NA,2001,NA,Mental Health and Substance Abuse Social Workers,300,NA,NA,NA,NA,NA
NA Ohio,OH,NA,2001,NA,Mental Health Counselors,2040,NA,NA,NA,NA,NA
NA Ohio,OH,NA,2001,NA,Mental Health and Substance Abuse Social Workers,5700,NA,NA,NA,NA,NA
NA Oklahoma,OK,NA,2001,NA,Mental Health Counselors,1020,NA,NA,NA,NA,NA
NA Oklahoma,OK,NA,2001,NA,Mental Health and Substance Abuse Social Workers,720,NA,NA,NA,NA,NA
NA Oregon,OR,NA,2001,NA,Mental Health Counselors,1200,NA,NA,NA,NA,NA
NA Oregon,OR,NA,2001,NA,Mental Health and Substance Abuse Social Workers,960,NA,NA,NA,NA,NA
NA Pennsylvania,PA,NA,2001,NA,Mental Health Counselors,5950,NA,NA,NA,NA,NA
NA Pennsylvania,PA,NA,2001,NA,Mental Health and Substance Abuse Social Workers,6170,NA,NA,NA,NA,NA
NA Rhode Island,RI,NA,2001,NA,Mental Health Counselors,880,NA,NA,NA,NA,NA
NA Rhode Island,RI,NA,2001,NA,Mental Health and Substance Abuse Social Workers,410,NA,NA,NA,NA,NA
NA South Carolina,SC,NA,2001,NA,Mental Health Counselors,1370,NA,NA,NA,NA,NA
NA South Carolina,SC,NA,2001,NA,Mental Health and Substance Abuse Social Workers,720,NA,NA,NA,NA,NA
NA South Dakota,SD,NA,2001,NA,Mental Health Counselors,100,NA,NA,NA,NA,NA
NA South Dakota,SD,NA,2001,NA,Mental Health and Substance Abuse Social Workers,230,NA,NA,NA,NA,NA
NA Tennessee,TN,NA,2001,NA,Mental Health Counselors,1180,NA,NA,NA,NA,NA
NA Tennessee,TN,NA,2001,NA,Mental Health and Substance Abuse Social Workers,2880,NA,NA,NA,NA,NA
NA Texas,TX,NA,2001,NA,Mental Health Counselors,1710,NA,NA,NA,NA,NA
NA Texas,TX,NA,2001,NA,Mental Health and Substance Abuse Social Workers,4080,NA,NA,NA,NA,NA
NA Utah,UT,NA,2001,NA,Mental Health Counselors,830,NA,NA,NA,NA,NA
NA Utah,UT,NA,2001,NA,Mental Health and Substance Abuse Social Workers,510,NA,NA,NA,NA,NA
NA Vermont,VT,NA,2001,NA,Mental Health Counselors,590,NA,NA,NA,NA,NA
NA Vermont,VT,NA,2001,NA,Mental Health and Substance Abuse Social Workers,360,NA,NA,NA,NA,NA
NA Virginia,VA,NA,2001,NA,Mental Health Counselors,2620,NA,NA,NA,NA,NA
NA Virginia,VA,NA,2001,NA,Mental Health and Substance Abuse Social Workers,2730,NA,NA,NA,NA,NA
NA Washington,WA,NA,2001,NA,Mental Health Counselors,2290,NA,NA,NA,NA,NA
NA Washington,WA,NA,2001,NA,Mental Health and Substance Abuse Social Workers,5330,NA,NA,NA,NA,NA
NA West Virginia,WV,NA,2001,NA,Mental Health Counselors,460,NA,NA,NA,NA,NA
NA West Virginia,WV,NA,2001,NA,Mental Health and Substance Abuse Social Workers,1060,NA,NA,NA,NA,NA
NA Wisconsin,WI,NA,2001,NA,Mental Health Counselors,730,NA,NA,NA,NA,NA
NA Wisconsin,WI,NA,2001,NA,Mental Health and Substance Abuse Social Workers,1320,NA,NA,NA,NA,NA
NA Wyoming,WY,NA,2001,NA,Mental Health Counselors,140,NA,NA,NA,NA,NA
NA Wyoming,WY,NA,2001,NA,Mental Health and Substance Abuse Social Workers,150,NA,NA,NA,NA,NA
NA Puerto Rico,PR,NA,2001,NA,Mental Health Counselors,480,NA,NA,NA,NA,NA
NA Puerto Rico,PR,NA,2001,NA,Mental Health and Substance Abuse Social Workers,100,NA,NA,NA,NA,NA
NA Virgin Islands,VI,NA,2001,NA,Mental Health and Substance Abuse Social Workers,50,NA,NA,NA,NA,NA
NA Alabama,AL,NA,2002,NA,Mental health counselors,1000,NA,NA,NA,NA,NA
NA Alabama,AL,NA,2002,NA,Mental health and substance abuse social workers,1240,NA,NA,NA,NA,NA
NA Alaska,AK,NA,2002,NA,Mental health counselors,220,NA,NA,NA,NA,NA
NA Alaska,AK,NA,2002,NA,Mental health and substance abuse social workers,500,NA,NA,NA,NA,NA
NA Arizona,AZ,NA,2002,NA,Mental health counselors,1540,NA,NA,NA,NA,NA
NA Arizona,AZ,NA,2002,NA,Mental health and substance abuse social workers,2200,NA,NA,NA,NA,NA
NA Arkansas,AR,NA,2002,NA,Mental health counselors,160,NA,NA,NA,NA,NA
NA Arkansas,AR,NA,2002,NA,Mental health and substance abuse social workers,500,NA,NA,NA,NA,NA
NA California,CA,NA,2002,NA,Mental health counselors,10340,NA,NA,NA,NA,NA
NA California,CA,NA,2002,NA,Mental health and substance abuse social workers,7300,NA,NA,NA,NA,NA
NA Colorado,CO,NA,2002,NA,Mental health counselors,2070,NA,NA,NA,NA,NA
NA Colorado,CO,NA,2002,NA,Mental health and substance abuse social workers,960,NA,NA,NA,NA,NA
NA Connecticut,CT,NA,2002,NA,Mental health counselors,2070,NA,NA,NA,NA,NA
NA Connecticut,CT,NA,2002,NA,Mental health and substance abuse social workers,1570,NA,NA,NA,NA,NA
NA Delaware,DE,NA,2002,NA,Mental health counselors,340,NA,NA,NA,NA,NA
NA Delaware,DE,NA,2002,NA,Mental health and substance abuse social workers,620,NA,NA,NA,NA,NA
NA Florida,FL,NA,2002,NA,Mental health counselors,4230,NA,NA,NA,NA,NA
NA Florida,FL,NA,2002,NA,Mental health and substance abuse social workers,4260,NA,NA,NA,NA,NA
